dataset,model,metric_type,metric_value,metric_90pct_ci,metric_95pct_ci
stat3_screen,molformer,stat3_is_hit,0.657676131223515,[0.5988-0.7165],[0.5876-0.7278]
stat3_screen,molformer,stat3_avg,0.657676131223515,[0.5988-0.7165],[0.5876-0.7278]
