,smiles,stat3_25,imr90_viability,is_hit
174,C1(C(NCCOC)=O)=C(C2C=CC(=CC=2)F)N2C(C=CC=C2)=N1,1.09729064,0.944594499,0
175,C12NC(C3C=CC(OC)=C(OC)C=3)CC(C(F)(F)F)N1N=CC=2C(=O)N1CCN2C(CCC2)C1,1.374384236,1.066634295,0
176,S(CC)(N1CCN(CC(C2=CC=CS2)O)CC1)(=O)=O,1.15270936,1.289348831,0
177,S1C(CC)=NN=C1C1CCN(C2=CC(C)=NC3=CC(C)=NN23)CC1,0.827586207,1.023580468,0
178,ClC1C=CC(CC(N2CCC(OC3C(C#N)=NC=CN=3)C2)=O)=CC=1,0.853448276,1.004157689,0
179,S(CC1C=CC=C(F)C=1)C1N2C=CN(C3C=CC=C(OC)C=3)C(=O)C2=NN=1,1.030788177,0.712168574,0
180,S1C(C)=NC(C2=CC=CS2)=C1CCC(NC1C=CC=CN=1)=O,1.189655172,0.942328508,0
181,C1(=C2CCCC2=CC2CCCC1=2)NC(=O)C(C)N1CCOCC1,0.982758621,0.930027414,0
182,C1(=NN=NN1C1C=CC(C)=CC=1)C1C=NC(SC)=NC=1C(F)(F)F,0.650246305,0.803779349,0
183,BrC1C=CC(C2C(=O)NC3(CCN(S(C4C=CC(C)=C(C)C=4)(=O)=O)CC3)N=2)=CC=1,1.141625616,1.084114797,0
184,S(N)(=O)(=O)C1C=CC(=CC=1)NC(=S)NC(CCCOC1C=CC(Cl)=CC=1Cl)=O,1.03817734,1.097387029,0
185,ClC1C=CC=C(CN2C(=O)N3C=CN(C4C=CC=C(OC)C=4)C(=O)C3=N2)C=1,0.960591133,0.900893246,0
186,FC(C1C=CC(=O)N(CCNC(C2C=C3C=CC=CN3C=2)=O)N=1)(F)F,1.016009852,0.964017278,0
187,O=C1N(C2CCN(C3C4C=CN=CC=4N=C(C)N=3)CC2)CC(=O)N1C1CC1,1.030788177,0.776263745,0
188,C(=O)(C1C=CC2=CC=CC=C2C=1)N/N=C(\C)/CC(=O)NCC1=CC=CO1,1.071428571,1.144972838,0
189,BrC1C=CC=C(C2=NN=C(CC(NCC3C=CC(F)=CC=3Cl)=O)O2)C=1,0.768472906,0.848128028,0
190,O=C(C1C=CC=NC=1OCC)N1CCC(OC2C(C#N)=NC=CN=2)C1,0.967980296,0.864313678,0
191,FC1C=CC=C(C(N2CCN(C3C=CC(C4C=CC(OC)=CC=4)=NN=3)CC2)=O)C=1,0.683497537,0.871111651,0
